date,expiry,instrument,symbol,open,high,low,close,last_traded_price,previous_close,settlement_price,traded_quantity,traded_value_lakhs,open_interest,change_in_open_interest,market_lot,underlying_value
12-Mar-2021,25-Mar-2021,FUTIDX,BANKNIFTY,36505.25,36554,35206.55,35522.1,35458,36007.75,35522.1,5713650,2048553.61,1534825,168650,25,34684
12-Mar-2021,29-Apr-2021,FUTIDX,BANKNIFTY,36600,36650,35343.85,35642.75,35575,36132.65,35642.75,585550,211286.02,903300,103450,25,34684
12-Mar-2021,27-May-2021,FUTIDX,BANKNIFTY,36690,36719.95,35450,35739.05,35700,36221.45,35739.05,236175,85498.44,754375,54575,25,34684
15-Mar-2021,25-Mar-2021,FUTIDX,BANKNIFTY,35485.5,35544,34455,35304.7,35336.35,35522.1,35304.7,5685125,1983769.48,1337050,-197775,25,34684
15-Mar-2021,29-Apr-2021,FUTIDX,BANKNIFTY,35607.8,35607.8,34591,35421.9,35460,35642.75,35421.9,562375,196285.86,935450,32150,25,34684
15-Mar-2021,27-May-2021,FUTIDX,BANKNIFTY,35750,35750,34703.45,35514.9,35550,35739.05,35514.9,59350,20756.06,756525,2150,25,34684
16-Mar-2021,25-Mar-2021,FUTIDX,BANKNIFTY,35425,35494,34790,34923.4,34930,35304.7,34923.4,4743450,1665099.32,1440225,103175,25,34684
16-Mar-2021,29-Apr-2021,FUTIDX,BANKNIFTY,35699,35699,34928,35044.6,35066,35421.9,35044.6,345225,121531.05,972700,37250,25,34684
16-Mar-2021,27-May-2021,FUTIDX,BANKNIFTY,35600,35650.55,35041.75,35153.15,35152.75,35514.9,35153.15,104225,36765.71,758850,2325,25,34684
17-Mar-2021,25-Mar-2021,FUTIDX,BANKNIFTY,34900,35184.15,34230.25,34360.65,34245,34923.4,34360.65,5402775,1876651.84,1400400,-39825,25,34684
17-Mar-2021,29-Apr-2021,FUTIDX,BANKNIFTY,35072.15,35309.95,34380,34479,34380,35044.6,34479,347225,120963.55,1038325,65625,25,34684
